glosa,fecha,id,cuenta_id,centro_costo_id,tipo,valor
anticipo confeccion de uniformes,08/09/2025,QzaOWQMKGiX99ap4,KVeZVjQj2HRVVe8P,,D,365.44
FO,08/09/2025,0yelAygB5IK55aER,nPeER14y4hGJJap1,,D,12.00
146-DIGECA,08/09/2025,xgepNE9D1fLNNb1p,Ejb2k2VNzsGJJdVN,,D,19.13
Asiento de Retencion Doc N. 001-001-000000495,08/09/2025,wKe5m2v2ATKQQe31,pZeVOo6roFKLLaGW,,D,20.17
Asiento de Retencion Doc N. 001-001-000000495,08/09/2025,wKe5m2v2ATKQQe31,mBdJ6z51vFzmmd0J,,D,51.86
APORTE IESS,08/09/2025,YWb4lgnAkCWQQbZ1,DGe73Y4wQc6xxen2,,H,361.50
Asiento de Retencion Doc N. 001-001-000000497,08/09/2025,EMaxYRAVrC044b5G,JvaM8N4KRt800epz,,H,17.77
146-DIGECA,08/09/2025,xgepNE9D1fLNNb1p,nPeER14y4hGJJap1,,D,2.87
FO,08/09/2025,0yelAygB5IK55aER,DGe73Y47BH6xxen2,,H,92.00
Asiento de Retencion Doc N. 001-001-000000494,08/09/2025,Gge05WNqLuWDDaAD,pZeVOo6roFKLLaGW,,D,24.31
Asiento de Retencion Doc N. 001-001-000000494,08/09/2025,Gge05WNqLuWDDaAD,mBdJ6z51vFzmmd0J,,D,62.52
"Doc. 004-003-000034018,   146--DIGECA",08/09/2025,YWb4grrR1IWQQaZ1,MEegLgo2jhWxxaQ5,,H,23.10
APORTE IESS,08/09/2025,YWb4lgnAkCWQQbZ1,KVeZVjQj2HRVVe8P,,D,361.50
Asiento de Retencion Doc N. 001-001-000000495,08/09/2025,wKe5m2v2ATKQQe31,JvaM8N4KRt800epz,,H,72.03
Asiento de Retencion Doc N. 001-001-000000497,08/09/2025,EMaxYRAVrC044b5G,9jaKrz4GJtwvvek5,,D,14.08
146-DIGECA,08/09/2025,xgepNE9D1fLNNb1p,DGe73Y47BH6xxen2,,H,22.00
"Doc. 001-001-000000497,   CONFECCION DE UNIFORMES EMPRESARIAL",08/09/2025,nPeED2jBWTGJJdp1,9pdBBO4yQum99d8K,,D,68.20
"Doc. 001-001-000000497,   CONFECCION DE UNIFORMES EMPRESARIAL",08/09/2025,RMdRW0z4YUlkkel6,JvaM8N4KRt800epz,,H,68.20
"Doc. 001-001-000000497,   CONFECCION DE UNIFORMES EMPRESARIAL",08/09/2025,RMdRW0z4YUlkkel6,9pdBBO4yQum99d8K,,D,68.20
Asiento de Retencion Doc N. 001-001-000000497,08/09/2025,EMaxYRAVrC044b5G,RMdR6k9nwhlkkdl6,,D,3.69
Asiento de Retencion Doc N. 001-001-000000494,08/09/2025,Gge05WNqLuWDDaAD,JvaM8N4KRt800epz,,H,86.83
146-DIGECA,08/09/2025,xmbmBzjgncYKKdoK,Ejb2k2VNzsGJJdVN,,D,46.95
"Doc. 001-001-000000497,   CONFECCION DE UNIFORMES EMPRESARIAL",08/09/2025,nPeED2jBWTGJJdp1,JvaM8N4KRt800epz,,H,68.20
146--DIGECA,08/09/2025,9pdBD5M9kcm99a8K,nPeER14y4hGJJap1,,D,3.01
146--DIGECA,08/09/2025,9pdBD5M9kcm99a8K,DGe73Y47BH6xxen2,,H,23.10
146--DIGECA,08/09/2025,9pdBD5M9kcm99a8K,Ejb2k2VNzsGJJdVN,,D,20.09
CONFECCION DE UNIFORMES EMPRESARIAL,08/09/2025,pzb8pLq9rHMZZbEw,JvaM8N4KRt800epz,,D,154.17
146-DIGECA,08/09/2025,xmbmBzjgncYKKdoK,DGe73Y47BH6xxen2,,H,53.99
CONFECCION DE UNIFORMES EMPRESARIAL,08/09/2025,pzb8pLq9rHMZZbEw,nPeER14mgIGJJap1,DKVeZKLRfRVVa8Py,H,82.86
"Doc. 004-003-000034018,   146--DIGECA",08/09/2025,YWb4grrR1IWQQaZ1,DGe73Y47BH6xxen2,,D,23.10
anticipo confeccion de uniformes,08/09/2025,QzaOWQMKGiX99ap4,JvaM8N4KRt800epz,,H,365.44
anticipo confeccion de uniformes,08/09/2025,LqdP0R7LlFmrrdl4,JvaM8N4KRt800epz,,D,365.44
anticipo confeccion de uniformes,08/09/2025,LqdP0R7LlFmrrdl4,9pdBBO4yQum99d8K,,H,365.44
CONFECCION DE UNIFORMES EMPRESARIAL,08/09/2025,pzb8pLq9rHMZZbEw,nPeER14mgIGJJap1,DKVeZKLRfRVVa8Py,H,51.20
CONFECCION DE UNIFORMES EMPRESARIAL,08/09/2025,pzb8pLq9rHMZZbEw,RMdR6k90VFlkkdl6,,H,20.11
146-DIGECA,08/09/2025,xmbmBzjgncYKKdoK,nPeER14y4hGJJap1,,D,7.04
FO,08/09/2025,0yelAygB5IK55aER,KBe1wERoVimDDbXy,,D,80.00
CE,09/03/2025,P9aQyoyJZfqEEaDM,Y4erkBOW4Uj00a2L,,D,5.68
CE,09/03/2025,P9aQyoyJZfqEEaDM,Y4erkBOW4Uj00a2L,,D,20.93
"Doc. 170-003-000250604,   CE",09/03/2025,EMaxJx6Yzc044d5G,PnazpQZ4OIBppdO2,,H,30.60
CE,09/03/2025,P9aQyoyJZfqEEaDM,DGe73Y47BH6xxen2,,H,30.60
CE,09/03/2025,P9aQyoyJZfqEEaDM,nPeER14y4hGJJap1,,D,3.99
"Doc. 170-003-000250604,   CE",09/03/2025,EMaxJx6Yzc044d5G,DGe73Y47BH6xxen2,,D,30.60
"Doc. 004-003-000029474,   man",09/04/2025,01dN4K4P2cxrraX7,DGe73Y47BH6xxen2,,D,5.70
ALM,09/04/2025,xgep34r6yiLNNd1p,DGe73Y47BH6xxen2,,H,16.99
ALM,09/04/2025,xgep34r6yiLNNd1p,nPeER14y4hGJJap1,,D,2.22
man,09/04/2025,DGe7RgZEQu6xxdn2,nPeER14y4hGJJap1,,D,0.74
COMB,09/04/2025,9jaKpgKwzHwvvbk5,DGe73Y47BH6xxen2,,H,7.00
ALM,09/04/2025,xgep34r6yiLNNd1p,Y4erkBOW4Uj00a2L,,D,14.77
"INTERLOK DRY SPORT MESH
1.60 CMS VARIOS 160",09/04/2025,KVeZLAll5tRVVb8P,nPeER14y4hGJJap1,,D,1.67
COMB,09/04/2025,9jaKpgKwzHwvvbk5,RMdR6k9yOFlkkdl6,,D,6.09
COMB,09/04/2025,rRbDgGNL6ImKKa6L,nPeER14y4hGJJap1,,D,2.61
man,09/04/2025,DGe7RgZEQu6xxdn2,DGe73Y47BH6xxen2,,H,5.70
COMB,09/04/2025,RBe3Ak1rMsMJJbLJ,Ejb2k2VNzsGJJdVN,,D,19.82
man,09/04/2025,DGe7RgZEQu6xxdn2,Ejb2k2VNzsGJJdVN,,D,4.96
cobus,09/04/2025,P9aQMPzl7CqEEaDM,nPeER14y4hGJJap1,,D,3.27
cobus,09/04/2025,P9aQMPzl7CqEEaDM,DGe73Y47BH6xxen2,,H,25.09
"Doc. 001-001-000000392,   UNIFORME DESCIFRAR ""XABI VEINTIMILLA"" NOMBRE BORDADO EN CALENTADOR Y CHOMPA",09/04/2025,Arb6Q3GgVU9AAayR,MEegLgo2jhWxxaQ5,,D,97.18
cobus,09/04/2025,P9aQMPzl7CqEEaDM,RMdR6k9yOFlkkdl6,,D,21.82
POLUX,09/04/2025,pgen3LQzEfLqqaNQ,Ejb2k2VNzsGJJdVN,,D,12.37
POLUX,09/04/2025,pgen3LQzEfLqqaNQ,DGe73Y47BH6xxen2,,H,14.23
POLUX,09/04/2025,pgen3LQzEfLqqaNQ,nPeER14y4hGJJap1,,D,1.86
COMB,09/04/2025,rRbDgGNL6ImKKa6L,Ejb2k2VNzsGJJdVN,,D,17.39
COMB,09/04/2025,rRbDgGNL6ImKKa6L,DGe73Y47BH6xxen2,,H,20.00
COMB,09/04/2025,RBe3Ak1rMsMJJbLJ,nPeER14y4hGJJap1,,D,2.97
COMB,09/04/2025,RBe3Ak1rMsMJJbLJ,DGe73Y47BH6xxen2,,H,22.79
COMB,09/04/2025,9jaKpgKwzHwvvbk5,nPeER14y4hGJJap1,,D,0.91
"Doc. 001-001-000000392,   UNIFORME DESCIFRAR ""XABI VEINTIMILLA"" NOMBRE BORDADO EN CALENTADOR Y CHOMPA",09/04/2025,Arb6Q3GgVU9AAayR,JvaM8N4KRt800epz,,H,97.18
"INTERLOK DRY SPORT MESH
1.60 CMS VARIOS 160",09/04/2025,KVeZLAll5tRVVb8P,DGe73Y47BH6xxen2,,H,34.56
"Doc. 044-051-000106950,   COMB",09/04/2025,EMaxXyz8nu044a5G,MEegLgo2jhWxxaQ5,,H,20.00
"Doc. 002-010-007197598,   COMB",09/04/2025,Ejb2VX5DPSGJJbVN,DGe73Y47BH6xxen2,,D,7.00
"Doc. 002-010-007197598,   COMB",09/04/2025,Ejb2VX5DPSGJJbVN,MEegLgo2jhWxxaQ5,,H,7.00
"Doc. 014-010-000140468,   ALM",09/04/2025,DGe74MBMBF6xxan2,DGe73Y47BH6xxen2,,D,16.99
"Doc. 044-051-000106950,   COMB",09/04/2025,EMaxXyz8nu044a5G,DGe73Y47BH6xxen2,,D,20.00
"Doc. 009-006-000115678,   POLUX",09/04/2025,DGe74yQR1T6xxan2,MEegLgo2jhWxxaQ5,,H,14.23
"Doc. 009-006-000115678,   POLUX",09/04/2025,DGe74yQR1T6xxan2,DGe73Y47BH6xxen2,,D,14.23
"Doc. 014-010-000140468,   ALM",09/04/2025,DGe74MBMBF6xxan2,MEegLgo2jhWxxaQ5,,H,16.99
"Doc. 019-051-000116940,   cobus",09/04/2025,KBe1RM8M0smDDaXy,DGe73Y47BH6xxen2,,D,25.09
"Doc. 004-003-000029474,   man",09/04/2025,01dN4K4P2cxrraX7,MEegLgo2jhWxxaQ5,,H,5.70
"Doc. 170-002-000310965,   INTERLOK DRY SPORT MESH
1.60 CMS VARIOS 160",09/04/2025,9jaK4G47nUwvvbk5,DGe73Y47BH6xxen2,,D,34.56
"Doc. 170-002-000310965,   INTERLOK DRY SPORT MESH
1.60 CMS VARIOS 160",09/04/2025,9jaK4G47nUwvvbk5,MEegLgo2jhWxxaQ5,,H,34.56
"INTERLOK DRY SPORT MESH
1.60 CMS VARIOS 160",09/04/2025,KVeZLAll5tRVVb8P,Y4erkBOW4Uj00a2L,,D,21.77
"INTERLOK DRY SPORT MESH
1.60 CMS VARIOS 160",09/04/2025,KVeZLAll5tRVVb8P,Y4erkBOW4Uj00a2L,,D,11.12
"Doc. 019-051-000116940,   cobus",09/04/2025,KBe1RM8M0smDDaXy,MEegLgo2jhWxxaQ5,,H,25.09
MAQUILADORES LUIS DELGADO - ELENA - ADRIANA - KATHERINE,09/05/2025,pZeVLMk9zCKLLbGW,DGe73Y47BH6xxen2,,D,247.30
MAQUILADORES LUIS DELGADO - ELENA - ADRIANA - KATHERINE,09/05/2025,pZeVLMk9zCKLLbGW,MEegLgo2jhWxxaQ5,,H,247.30
MAQUILADORES LUIS DELGADO - ELENA - ADRIANA - KATHERINE,09/05/2025,O8bYOPnRAfZJJe7j,PnazpQZAOTBppdO2,,D,247.30
COMISION DE VENTAS,09/05/2025,9pdBk0rGWim99e8K,PnazpQZAOTBppdO2,,D,600.00
"Doc. 006-002-000024321,   ALIMENT",09/05/2025,YWb4NZvwnSWQQeZ1,DGe73Y47BH6xxen2,,D,24.98
COMISION DE VENTAS,09/05/2025,JvaMyzZnPI800apz,MEegLgo2jhWxxaQ5,,H,600.00
"Doc. 001-001-000000036,   CONFECCION CAMISAS COLUMBIA",09/05/2025,pZeVLGyNvHKLLbGW,MEegLgo2jhWxxaQ5,,H,309.95
CONFECCION CAMISAS COLUMBIA,09/05/2025,y7aA4n89zio33egZ,Ejb2k2VNzsGJJdVN,,D,600.00
COMISION DE VENTAS,09/05/2025,JvaMyzZnPI800apz,DGe73Y47BH6xxen2,,D,600.00
ALIMENT,09/05/2025,RMdR9gjYVUlkkbl6,nPeER14y4hGJJap1,,D,3.26
CONFECCION CAMISAS COLUMBIA,09/05/2025,y7aA4n89zio33egZ,DGe73Y47BH6xxen2,,H,600.00
COMISION DE VENTAS,09/05/2025,9pdBk0rGWim99e8K,DGe73Y47BH6xxen2,,H,600.00
"Doc. 001-001-000000036,   CONFECCION CAMISAS COLUMBIA",09/05/2025,pZeVLGyNvHKLLbGW,DGe73Y47BH6xxen2,,D,309.95
MAQUILADORES LUIS DELGADO - ELENA - ADRIANA - KATHERINE,09/05/2025,O8bYOPnRAfZJJe7j,DGe73Y47BH6xxen2,,H,247.30
ALIMENT,09/05/2025,RMdR9gjYVUlkkbl6,DGe73Y47BH6xxen2,,H,24.98
"Doc. 001-001-000000427,   Uniforme ""Stephano Avila""",09/05/2025,BXdLqYRGwhOppeJZ,jZdyP7YAgiWzzbJ4,,D,39.10
"Doc. 001-001-000000427,   Uniforme ""Stephano Avila""",09/05/2025,BXdLqYRGwhOppeJZ,JvaM8N4KRt800epz,,H,39.10
"Uniforme ""Stephano Avila""",09/05/2025,mBdJoYRzJhzmme0J,JvaM8N4KRt800epz,,D,39.10
"Uniforme ""Stephano Avila""",09/05/2025,mBdJoYRzJhzmme0J,RMdR6k90VFlkkdl6,,H,5.10
"Uniforme ""Stephano Avila""",09/05/2025,mBdJoYRzJhzmme0J,nPeER14mgIGJJap1,,H,25.00
"Uniforme ""Stephano Avila""",09/05/2025,mBdJoYRzJhzmme0J,nPeER14mgIGJJap1,,H,9.00
"Doc. 006-002-000024321,   ALIMENT",09/05/2025,YWb4NZvwnSWQQeZ1,MEegLgo2jhWxxaQ5,,H,24.98
ALIMENT,09/05/2025,RMdR9gjYVUlkkbl6,Y4erkBOW4Uj00a2L,,D,21.72
"Doc. 001-001-000000036,   CONFECCION CAMISAS COLUMBIA",09/05/2025,mBdJvpj9vhzmmd0J,MEegLgo2jhWxxaQ5,,H,290.05
"Doc. 001-001-000000036,   CONFECCION CAMISAS COLUMBIA",09/05/2025,mBdJvpj9vhzmmd0J,DGe73Y47BH6xxen2,,D,290.05
ANTICIPO SUELDO,09/06/2025,YjbqznNz0crPPdLN,DGe73Y47BH6xxen2,,H,150.00
ANTICIPO SUELDO,09/06/2025,YjbqznNz0crPPdLN,PnazpQZAOTBppdO2,,D,150.00
alimentacion,09/06/2025,PnazZYE6yTBppaO2,Y4erkBOW4Uj00a2L,,D,22.38
ANTICIPO SUELDO,09/06/2025,xgepymMypiLNNa1p,loejqlr84CJMMdQM,,H,150.00
alimentacion,09/06/2025,PnazZYE6yTBppaO2,nPeER14y4hGJJap1,,D,3.36
PANTALON,09/06/2025,LmavVLkXXIgjja3N,Ejb2k2VNzsGJJdVN,,D,40.00
alimentacion,09/06/2025,PnazZYE6yTBppaO2,DGe73Y47BH6xxen2,,H,25.74
ANTICIPO SUELDO,09/06/2025,xgepymMypiLNNa1p,DGe73Y47BH6xxen2,,D,150.00
"Doc. 002-001-000000270,   PANTALON",09/06/2025,EMaxJKkXzc044d5G,DGe73Y47BH6xxen2,,D,40.00
"Doc. 069-020-000081118,   alimentacion",09/06/2025,JvaMy3DPPt800apz,DGe73Y47BH6xxen2,,D,25.74
"Doc. 069-020-000081118,   alimentacion",09/06/2025,JvaMy3DPPt800apz,MEegLgo2jhWxxaQ5,,H,25.74
PANTALON,09/06/2025,LmavVLkXXIgjja3N,DGe73Y47BH6xxen2,,H,40.00
"Doc. 002-001-000000270,   PANTALON",09/06/2025,EMaxJKkXzc044d5G,MEegLgo2jhWxxaQ5,,H,40.00
GABARDINA,09/07/2025,O8bY1En39SZJJb7j,DGe73Y47BH6xxen2,,H,110.61
"Doc. 001-001-000050230,   117-LAVISION ALM STEFANY",09/07/2025,Ejb2YnopNHGJJaVN,DGe73Y47BH6xxen2,,D,23.39
GABARDINA,09/07/2025,O8bY1En39SZJJb7j,Ejb2k2VNzsGJJdVN,,D,96.18
97-COFIMAR,09/07/2025,loejzRnXziJMMeQM,nPeER14y4hGJJap1,,D,63.84
97-COFIMAR,09/07/2025,loejzRnXziJMMeQM,DGe73Y47BH6xxen2,,H,489.44
97-COFIMAR,09/07/2025,loejzRnXziJMMeQM,Ejb2k2VNzsGJJdVN,,D,425.60
HENINKEN HILO DE BORDAR,09/07/2025,wKe52yWXYTKQQa31,loejR5DBBUJMMeQM,,D,4.35
HENINKEN HILO DE BORDAR,09/07/2025,wKe52yWXYTKQQa31,nPeER14y4hGJJap1,,D,0.65
HENINKEN HILO DE BORDAR,09/07/2025,wKe52yWXYTKQQa31,DGe73Y47BH6xxen2,,H,5.00
97-COFIMAR Y DECIFRAR ALM ROSITA,09/07/2025,KBe1Xw93oTmDDdXy,nPeER14y4hGJJap1,,D,10.01
97-COFIMAR Y DECIFRAR ALM ROSITA,09/07/2025,KBe1Xw93oTmDDdXy,DGe73Y47BH6xxen2,,H,76.74
97-COFIMAR Y DECIFRAR ALM ROSITA,09/07/2025,KBe1Xw93oTmDDdXy,Ejb2k2VNzsGJJdVN,,D,66.73
GABARDINA,09/07/2025,O8bY1En39SZJJb7j,nPeER14y4hGJJap1,,D,14.43
117-LAVISION ALM STEFANY,09/07/2025,Ejb2Yk9R1cGJJaVN,DGe73Y47BH6xxen2,,H,23.39
117-LAVISION ALM STEFANY,09/07/2025,Ejb2Yk9R1cGJJaVN,Ejb2k2VNzsGJJdVN,,D,20.34
"Doc. 002-100-000063030,   97-COFIMAR Y DECIFRAR ALM ROSITA",09/07/2025,jZdyV1DkgfWzzeJ4,DGe73Y47BH6xxen2,,D,76.74
"Doc. 002-100-000063030,   97-COFIMAR Y DECIFRAR ALM ROSITA",09/07/2025,jZdyV1DkgfWzzeJ4,MEegLgo2jhWxxaQ5,,H,76.74
"Doc. 001-001-000050230,   117-LAVISION ALM STEFANY",09/07/2025,Ejb2YnopNHGJJaVN,MEegLgo2jhWxxaQ5,,H,23.39
117-LAVISION ALM STEFANY,09/07/2025,Ejb2Yk9R1cGJJaVN,nPeER14y4hGJJap1,,D,3.05
"Doc. 001-003-000224520,   HENINKEN HILO DE BORDAR",09/07/2025,xgep4gkxmfLNNe1p,MEegLgo2jhWxxaQ5,,H,5.00
"Doc. 001-003-000224520,   HENINKEN HILO DE BORDAR",09/07/2025,xgep4gkxmfLNNe1p,DGe73Y47BH6xxen2,,D,5.00
"Doc. 001-005-000207055,   97-COFIMAR",09/07/2025,Pnaz1p6kOhBppeO2,DGe73Y47BH6xxen2,,H,489.44
"Doc. 001-005-000207055,   97-COFIMAR",09/07/2025,Pnaz1p6kOhBppeO2,DGe73Y47BH6xxen2,,D,489.44
"Doc. 077-004-002278096,   combustible Farley",09/08/2024,RMdRNDVnEFlkkdl6,PnazpQZ4OIBppdO2,,H,20.00
"Doc. 077-004-002278096,   combustible Farley",09/08/2024,RMdRNDVnEFlkkdl6,DGe73Y47BH6xxen2,,D,20.00
97- PAGO POR MAQUILA DE COFIMAR,09/08/2025,KBe1XJOAocmDDdXy,KVeZVjQj2HRVVe8P,,H,218.75
"Doc. 001-001-000000476,   OCC-057506 
OCC-057508",09/08/2025,QzaOmP4xGHX99dp4,9pdBBO4yQum99d8K,,D,8011.98
97- PAGO POR MAQUILA DE COFIMAR,09/08/2025,KBe1XJOAocmDDdXy,BXdL84rjWTOppdJZ,,D,218.75
"OCC-057506 
OCC-057508",09/08/2025,PnazWMOMZTBppbO2,nPeER14mgIGJJap1,DKVeZKLRfRVVa8Py,H,18975.00
"OCC-057506 
OCC-057508",09/08/2025,PnazWMOMZTBppbO2,RMdR6k90VFlkkdl6,,H,4005.99
"OCC-057506 
OCC-057508",09/08/2025,PnazWMOMZTBppbO2,JvaM8N4KRt800epz,,D,30712.59
"OCC-057506 
OCC-057508",09/08/2025,PnazWMOMZTBppbO2,nPeER14mgIGJJap1,DKVeZKLRfRVVa8Py,H,7731.60
"Doc. 001-001-000000476,   OCC-057506 
OCC-057508",09/08/2025,QzaOmP4xGHX99dp4,JvaM8N4KRt800epz,,H,8011.98
"Doc. 001-001-000000488,   CONFECCION DELANTALES CHEF",09/09/2025,P9aQYVxVMiqEEaDM,KVeZVjQj2HRVVe8P,,D,293.62
"Doc. 001-001-000000486,   CONFECCION UNIFORME AREA ADDMINISTRATIVA",09/09/2025,jZdyZRB8RtWzzeJ4,JvaM8N4KRt800epz,,H,47.85
"Doc. 001-001-000000488,   CONFECCION DELANTALES CHEF",09/09/2025,P9aQYVxVMiqEEaDM,JvaM8N4KRt800epz,,H,293.62
"Doc. 001-001-000000491,   CONFECCIONES DELANTALES",09/09/2025,mBdJOLMXofzmme0J,KVeZVjQj2HRVVe8P,,D,286.44
"Doc. 004-003-000034019,   146-DIGECA",09/09/2025,BXdLNpmMXcOppaJZ,MEegLgo2jhWxxaQ5,,H,10.72
"Doc. 004-003-000034019,   146-DIGECA",09/09/2025,BXdLNpmMXcOppaJZ,DGe73Y47BH6xxen2,,D,10.72
"Doc. 001-001-000000491,   CONFECCIONES DELANTALES",09/09/2025,mBdJOLMXofzmme0J,JvaM8N4KRt800epz,,H,286.44
UNIFORMES ANTICIPO,09/09/2025,y7aAy2VB1fo33agZ,JvaM8N4KRt800epz,,D,68.20
Placa / Matrícula: GCA2757,09/09/2025,Arb6ngYZzS9AAbyR,nPeER14y4hGJJap1,,D,4.14
Placa / Matrícula: GCA2757,09/09/2025,Arb6ngYZzS9AAbyR,DGe73Y47BH6xxen2,,H,31.76
146-DIGECA,09/09/2025,LqdP0vV4nsmrrdl4,nPeER14y4hGJJap1,,D,1.40
Placa / Matrícula: GCA2757,09/09/2025,Arb6ngYZzS9AAbyR,RMdR6k9yOFlkkdl6,,D,27.62
UNIFORMES ANTICIPO,09/09/2025,Pnaz0E317TBppdO2,JvaM8N4KRt800epz,,H,68.20
UNIFORMES ANTICIPO,09/09/2025,Pnaz0E317TBppdO2,MEegLgo2jhWxxaQ5,,D,68.20
UNIFORMES ANTICIPO,09/09/2025,y7aAy2VB1fo33agZ,9pdBBO4yQum99d8K,,H,68.20
146-DIGECA,09/09/2025,LqdP0vV4nsmrrdl4,DGe73Y47BH6xxen2,,H,10.72
146-DIGECA,09/09/2025,LqdP0vV4nsmrrdl4,Ejb2k2VNzsGJJdVN,,D,9.32
"Doc. 001-001-000000486,   CONFECCION UNIFORME AREA ADDMINISTRATIVA",09/09/2025,jZdyZRB8RtWzzeJ4,KVeZVjQj2HRVVe8P,,D,47.85
"Doc. 001-001-000000480,   CONFECCION DE UNIFORMES",09/09/2025,BXdLQNOAAfOppeJZ,JvaM8N4KRt800epz,,H,541.15
"Doc. 001-001-000000480,   CONFECCION DE UNIFORMES",09/09/2025,BXdLQNOAAfOppeJZ,KVeZVjQj2HRVVe8P,,D,541.15
INT LA VISION,09/10/2025,LmavOMpwmfgjjb3N,nPeER14y4hGJJap1,,D,125.51
INT LA VISION,09/10/2025,LmavOMpwmfgjjb3N,DGe73Y47BH6xxen2,,H,962.22
INT LA VISION,09/10/2025,LmavOMpwmfgjjb3N,Ejb2k2VNzsGJJdVN,,D,836.71
"Doc. 002-050-000075786,   COMB ING JORGE KELAL",10/01/2025,Arb6Q4A5QS9AAayR,PnazpQZ4OIBppdO2,,H,5.00
"Doc. 002-050-000075786,   COMB ING JORGE KELAL",10/01/2025,Arb6Q4A5QS9AAayR,DGe73Y47BH6xxen2,,D,5.00
"Doc. 001-006-000228173,   30285 POLUX",10/03/2025,9pdB5829WFm99b8K,MEegLgo2jhWxxaQ5,,H,219.76
"Doc. 001-006-000228173,   30285 POLUX",10/03/2025,9pdB5829WFm99b8K,DGe73Y47BH6xxen2,,D,219.76
"Doc. 002-001-000025346,   TELA",10/03/2025,QzaOADgQQhX99dp4,PnazpQZ4OIBppdO2,,H,11.78
"Doc. 012-001-000067956,   PLASTIFLECHA EN CAJA DE
10.000 UNIDADES",10/03/2025,xgep0EwNNSLNNe1p,MEegLgo2jhWxxaQ5,,H,26.00
"Doc. 001-903-000730865,   cierre",10/03/2025,XKdwBKW0ztQzzbgW,PnazpQZ4OIBppdO2,,H,0.70
"Doc. 012-001-000067956,   PLASTIFLECHA EN CAJA DE
10.000 UNIDADES",10/03/2025,xgep0EwNNSLNNe1p,DGe73Y47BH6xxen2,,D,26.00
30285 POLUX,10/03/2025,pzb8JGZNgUMZZeEw,nPeER14y4hGJJap1,,D,28.66
TELA,10/03/2025,Lmav3n17Msgjjb3N,nPeER14y4hGJJap1,,D,1.54
TELA,10/03/2025,Lmav3n17Msgjjb3N,DGe73Y47BH6xxen2,,H,11.78
"Doc. 002-001-000025346,   TELA",10/03/2025,QzaOADgQQhX99dp4,DGe73Y47BH6xxen2,,D,11.78
TELA,10/03/2025,Lmav3n17Msgjjb3N,Y4erkBOW4Uj00a2L,,D,10.24
"PLASTIFLECHA EN CAJA DE
10.000 UNIDADES",10/03/2025,KVeZLAMA8iRVVb8P,nPeER14y4hGJJap1,,D,3.39
"Doc. 001-903-000730865,   cierre",10/03/2025,XKdwBKW0ztQzzbgW,DGe73Y47BH6xxen2,,D,0.70
"PLASTIFLECHA EN CAJA DE
10.000 UNIDADES",10/03/2025,KVeZLAMA8iRVVb8P,DGe73Y47BH6xxen2,,H,26.00
"PLASTIFLECHA EN CAJA DE
10.000 UNIDADES",10/03/2025,KVeZLAMA8iRVVb8P,KVeZ6vjn5CRVVe8P,,D,22.61
30285 POLUX,10/03/2025,pzb8JGZNgUMZZeEw,Ejb2k2VNzsGJJdVN,,D,191.10
30285 POLUX,10/03/2025,pzb8JGZNgUMZZeEw,DGe73Y47BH6xxen2,,H,219.76
"Doc. 001-001-000000393,   UNIFORMES DESCIFRAR ""MARIA EMILIA AGURO""",10/04/2025,j6e9Wkz4YuKggbWB,JvaM8N4KRt800epz,,H,63.82
"Doc. 001-001-000000393,   UNIFORMES DESCIFRAR ""MARIA EMILIA AGURO""",10/04/2025,j6e9Wkz4YuKggbWB,MEegLgo2jhWxxaQ5,,D,63.82
interlok,10/04/2025,gQbWVYVOvsYgga6w,Ejb2k2VNzsGJJdVN,,D,5.11
"Doc. 001-001-000000394,   UNIFORME DESCIFRAR ""KATE VALAREZO""",10/04/2025,Pnaz38BjZFBppbO2,jZdyP7YAgiWzzbJ4,,D,19.10
"Doc. 001-001-000000394,   UNIFORME DESCIFRAR ""KATE VALAREZO""",10/04/2025,Pnaz38BjZFBppbO2,JvaM8N4KRt800epz,,H,19.10
"Doc. 004-003-000029508,   interlok",10/04/2025,MEegzDlNZsWxxdQ5,DGe73Y47BH6xxen2,,D,5.88
"Doc. 004-003-000029508,   interlok",10/04/2025,MEegzDlNZsWxxdQ5,MEegLgo2jhWxxaQ5,,H,5.88
interlok,10/04/2025,gQbWVYVOvsYgga6w,DGe73Y47BH6xxen2,,H,5.88
interlok,10/04/2025,gQbWVYVOvsYgga6w,nPeER14y4hGJJap1,,D,0.77
alimentacion,10/05/2025,rRbDm9Wx5ImKKd6L,j6e9rG4EDTKggaWB,,D,15.22
alimentacion,10/05/2025,rRbDm9Wx5ImKKd6L,j6e9rG4EDTKggaWB,,D,11.66
"Doc. 076-004-000107891,   alimenta",10/05/2025,Ejb2LZqPPUGJJeVN,MEegLgo2jhWxxaQ5,,H,42.01
"Doc. 076-004-000107891,   alimenta",10/05/2025,Ejb2LZqPPUGJJeVN,DGe73Y47BH6xxen2,,D,42.01
"Doc. 076-003-000077857,   alimentacion",10/05/2025,JvaMyvKnQc800apz,MEegLgo2jhWxxaQ5,,H,29.16
"Doc. 076-003-000077857,   alimentacion",10/05/2025,JvaMyvKnQc800apz,DGe73Y47BH6xxen2,,D,29.16
alimenta,10/05/2025,pgenKZGwRTLqqaNQ,Y4erkBOW4Uj00a2L,,D,36.53
alimenta,10/05/2025,pgenKZGwRTLqqaNQ,DGe73Y47BH6xxen2,,H,42.01
alimenta,10/05/2025,pgenKZGwRTLqqaNQ,nPeER14y4hGJJap1,,D,5.48
